code,codeDescription,addressCounty,addressState,patientAge,patientSex,count
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Alachua County,FL,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Alleghany County,VA,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Anderson County,SC,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Anderson County,SC,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Augusta County,VA,19-44,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Augusta County,VA,65-84,Male,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Baldwin County,AL,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Beauregard Parish,LA,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Buncombe County,NC,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Buncombe County,NC,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Caddo Parish,LA,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Caddo Parish,LA,65-84,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Caddo Parish,LA,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Charleston County,SC,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Charleston County,SC,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Clay County,FL,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Coffee County,AL,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Colbert County,AL,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Colbert County,AL,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Colbert County,AL,65-84,Female,3
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Cumberland County,NC,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Cumberland County,NC,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Cumberland County,NC,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",East Baton Rouge Parish,LA,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Etowah County,AL,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Etowah County,AL,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Gaston County,NC,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Giles County,VA,19-44,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Giles County,VA,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Gloucester County,VA,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Greenville County,SC,19-44,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Greenville County,SC,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Greenville County,SC,65-84,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Greenville County,SC,65-84,Male,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Greenville County,SC,85+,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Hall County,GA,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Harris County,TX,Infant,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Henderson County,NC,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Henrico County,VA,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Henrico County,VA,45-64,Male,7
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Henrico County,VA,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Henrico County,VA,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Henry County,VA,Infant,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Horry County,SC,1-14,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Horry County,SC,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Horry County,SC,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Horry County,SC,65-84,Male,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Horry County,SC,Infant,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Indian River County,FL,45-64,Male,3
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Ingham County,MI,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Jefferson County,AL,19-44,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Jefferson County,AL,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Jefferson County,AL,45-64,Male,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Jefferson County,AL,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Jefferson County,AL,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Kanawha County,WV,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Lancaster County,SC,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Lancaster County,SC,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Lee County,AL,45-64,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Lee County,AL,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Lee County,AL,65-84,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Lee County,AL,65-84,Male,3
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Lee County,AL,85+,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Lowndes County,GA,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Madison County,AL,19-44,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Madison County,AL,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Madison County,AL,65-84,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Madison County,AL,65-84,Male,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Mobile County,AL,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Montgomery County,VA,19-44,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Montgomery County,VA,19-44,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Montgomery County,VA,45-64,Female,4
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Montgomery County,VA,45-64,Male,4
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Montgomery County,VA,65-84,Female,4
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Montgomery County,VA,65-84,Male,7
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Natchitoches Parish,LA,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Newberry County,SC,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Newport News City County,VA,45-64,Male,3
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Newport News City County,VA,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Newport News City County,VA,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Okaloosa County,FL,45-64,Male,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Orangeburg County,SC,14-18,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Orangeburg County,SC,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Orangeburg County,SC,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Ouachita Parish,LA,45-64,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Ouachita Parish,LA,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Ouachita Parish,LA,65-84,Male,6
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Pittsylvania County,VA,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Portsmouth City County,VA,1-14,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Roanoke County,VA,45-64,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Roanoke County,VA,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Roanoke County,VA,65-84,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Roanoke County,VA,65-84,Male,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Roanoke County,VA,85+,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Rowan County,NC,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Rowan County,NC,65-84,Male,4
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Sedgwick County,KS,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spartanburg County,SC,19-44,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spartanburg County,SC,19-44,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spartanburg County,SC,45-64,Female,4
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spartanburg County,SC,45-64,Male,16
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spartanburg County,SC,65-84,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spartanburg County,SC,65-84,Male,6
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spartanburg County,SC,85+,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spartanburg County,SC,85+,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spotsylvania County,VA,19-44,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spotsylvania County,VA,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Spotsylvania County,VA,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",St. Landry Parish,LA,85+,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Sumter County,SC,45-64,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Sumter County,SC,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Sumter County,SC,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Tallapoosa County,AL,65-84,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Tangipahoa Parish,LA,65-84,Female,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Washington County,VA,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",Washington County,VA,65-84,Male,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",York County,SC,45-64,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",York County,SC,45-64,Male,2
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",York County,SC,65-84,Female,1
C64.2,"Malignant neoplasm of left kidney, except renal pelvis",York County,SC,65-84,Male,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Aiken County,SC,14-18,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Aiken County,SC,19-44,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Aiken County,SC,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Aiken County,SC,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Anchorage,AK,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Anderson County,SC,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Augusta County,VA,45-64,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Augusta County,VA,65-84,Female,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Augusta County,VA,65-84,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Augusta County,VA,85+,Female,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Beauregard Parish,LA,45-64,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Broward County,FL,1-14,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Buncombe County,NC,19-44,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Buncombe County,NC,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Buncombe County,NC,65-84,Male,6
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Caddo Parish,LA,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Caddo Parish,LA,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Caddo Parish,LA,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Chambers County,AL,85+,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Charleston County,SC,1-14,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Charleston County,SC,19-44,Female,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Charleston County,SC,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Charleston County,SC,65-84,Female,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Charleston County,SC,65-84,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Clay County,FL,19-44,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Clay County,FL,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Clay County,FL,65-84,Male,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Clay County,FL,85+,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Coffee County,AL,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Colbert County,AL,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Colbert County,AL,65-84,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Collier County,FL,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Cumberland County,NC,45-64,Female,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Cumberland County,NC,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Dauphin County,PA,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Duval County,FL,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Etowah County,AL,19-44,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Etowah County,AL,45-64,Female,10
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Etowah County,AL,45-64,Male,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Etowah County,AL,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Etowah County,AL,65-84,Male,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Florence County,SC,45-64,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Gaston County,NC,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Greenville County,SC,19-44,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Greenville County,SC,45-64,Female,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Greenville County,SC,45-64,Male,6
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Greenville County,SC,65-84,Female,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Greenville County,SC,65-84,Male,9
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Greenwood County,SC,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Halifax County,VA,65-84,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Halifax County,VA,85+,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Haywood County,NC,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Henderson County,NC,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Henrico County,VA,1-14,Female,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Henrico County,VA,19-44,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Henrico County,VA,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Henrico County,VA,45-64,Male,4
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Henrico County,VA,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Henrico County,VA,65-84,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Henrico County,VA,85+,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Henrico County,VA,85+,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Horry County,SC,65-84,Female,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Horry County,SC,Infant,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Indian River County,FL,1-14,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Indian River County,FL,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Indian River County,FL,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Jefferson County,AL,19-44,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Jefferson County,AL,45-64,Female,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Jefferson County,AL,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Jefferson County,AL,65-84,Female,8
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Jefferson County,AL,65-84,Male,9
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Lee County,AL,1-14,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Lee County,AL,19-44,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Lee County,AL,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Lee County,AL,45-64,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Lee County,AL,65-84,Female,4
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Lee County,AL,65-84,Male,11
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Lee County,AL,85+,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Lowndes County,GA,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Lucas County,OH,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Madison County,AL,19-44,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Madison County,AL,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Madison County,AL,45-64,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Madison County,AL,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Madison County,AL,65-84,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Madison County,AL,85+,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Marion County,SC,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Mobile County,AL,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Montgomery County,VA,1-14,Male,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Montgomery County,VA,45-64,Female,5
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Montgomery County,VA,45-64,Male,5
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Montgomery County,VA,65-84,Female,4
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Montgomery County,VA,65-84,Male,9
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Montgomery County,VA,Infant,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Muscogee County,GA,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Newport News City County,VA,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Newport News City County,VA,45-64,Male,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Newport News City County,VA,65-84,Female,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Newport News City County,VA,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Okaloosa County,FL,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Okaloosa County,FL,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Okaloosa County,FL,Infant,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Orangeburg County,SC,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Ouachita Parish,LA,19-44,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Ouachita Parish,LA,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Ouachita Parish,LA,45-64,Male,4
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Ouachita Parish,LA,65-84,Female,4
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Palm Beach County,FL,45-64,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Palm Beach County,FL,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Palm Beach County,FL,65-84,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Pittsylvania County,VA,65-84,Female,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Polk County,NC,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Portsmouth City County,VA,1-14,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Rapides Parish,LA,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Rapides Parish,LA,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Richland County,SC,65-84,Male,7
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Roanoke County,VA,1-14,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Roanoke County,VA,45-64,Female,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Roanoke County,VA,45-64,Male,7
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Roanoke County,VA,65-84,Female,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Roanoke County,VA,65-84,Male,4
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Roanoke County,VA,85+,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Rowan County,NC,45-64,Male,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Rowan County,NC,65-84,Male,5
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Russell County,AL,45-64,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Russell County,AL,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Smyth County,VA,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Spartanburg County,SC,1-14,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Spartanburg County,SC,1-14,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Spartanburg County,SC,19-44,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Spartanburg County,SC,45-64,Female,5
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Spartanburg County,SC,45-64,Male,10
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Spartanburg County,SC,65-84,Female,5
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Spartanburg County,SC,65-84,Male,13
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Spotsylvania County,VA,45-64,Female,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Spotsylvania County,VA,45-64,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Spotsylvania County,VA,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",St. Landry Parish,LA,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Sullivan County,TN,1-14,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Sullivan County,TN,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Summit County,OH,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Sumter County,SC,19-44,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Sumter County,SC,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Swain County,NC,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Talladega County,AL,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Tallapoosa County,AL,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Tallapoosa County,AL,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Tangipahoa Parish,LA,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Tangipahoa Parish,LA,65-84,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Tangipahoa Parish,LA,Infant,Male,4
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Washington County,VA,45-64,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Washington County,VA,65-84,Female,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Washington County,VA,65-84,Male,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Wythe County,VA,45-64,Male,1
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",Wythe County,VA,65-84,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",York County,SC,19-44,Male,3
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",York County,SC,45-64,Female,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",York County,SC,45-64,Male,2
C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",York County,SC,65-84,Male,1
C67,Malignant neoplasm of bladder,Aiken County,SC,65-84,Female,1
C67,Malignant neoplasm of bladder,Aiken County,SC,65-84,Male,1
C67,Malignant neoplasm of bladder,Aiken County,SC,85+,Male,1
C67,Malignant neoplasm of bladder,Anderson County,SC,45-64,Male,1
C67,Malignant neoplasm of bladder,Augusta County,VA,65-84,Male,4
C67,Malignant neoplasm of bladder,Augusta County,VA,85+,Male,1
