entryDate,code,codeDescription,fips,addressCounty,count
2024-03-06,C25,Malignant neoplasm of pancreas,37051,Cumberland County,4
2024-03-06,C25.0,Malignant neoplasm of head of pancreas,22011,Beauregard Parish,1
2024-03-06,C25.0,Malignant neoplasm of head of pancreas,37051,Cumberland County,1
2024-03-06,C25.0,Malignant neoplasm of head of pancreas,45083,Spartanburg County,1
2024-03-06,C25.1,Malignant neoplasm of body of pancreas,51087,Henrico County,1
2024-03-06,C25.2,Malignant neoplasm of tail of pancreas,45045,Greenville County,1
2024-03-06,C25.3,Malignant neoplasm of pancreatic duct,51087,Henrico County,1
2024-03-06,C25.9,"Malignant neoplasm of pancreas, unspecified",22073,Ouachita Parish,1
2024-03-06,C25.9,"Malignant neoplasm of pancreas, unspecified",51087,Henrico County,1
2024-03-06,C34.0,Malignant neoplasm of main bronchus,22105,Tangipahoa Parish,1
2024-03-06,C34.0,Malignant neoplasm of main bronchus,45083,Spartanburg County,1
2024-03-06,C34.12,"Malignant neoplasm of upper lobe, left bronchus or lung",51087,Henrico County,1
2024-03-06,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22105,Tangipahoa Parish,1
2024-03-06,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,3
2024-03-06,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45091,York County,1
2024-03-06,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51087,Henrico County,2
2024-03-06,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,22011,Beauregard Parish,1
2024-03-06,C43.4,Malignant melanoma of scalp and neck,22105,Tangipahoa Parish,1
2024-03-06,C43.9,"Malignant melanoma of skin, unspecified",51191,Washington County,1
2024-03-06,C50,Malignant neoplasm of breast,22061,Lincoln Parish,1
2024-03-06,C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,45083,Spartanburg County,1
2024-03-06,C50.911,Malignant neoplasm of unspecified site of right female breast,51083,Halifax County,1
2024-03-06,C50.911,Malignant neoplasm of unspecified site of right female breast,51121,Montgomery County,1
2024-03-06,C50.912,Malignant neoplasm of unspecified site of left female breast,51191,Washington County,1
2024-03-06,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1073,Jefferson County,1
2024-03-06,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,22097,St. Landry Parish,1
2024-03-06,C61,Malignant neoplasm of prostate,45007,Anderson County,1
2024-03-06,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",22073,Ouachita Parish,1
2024-03-06,C67.1,Malignant neoplasm of dome of bladder,22105,Tangipahoa Parish,1
2024-03-06,C67.9,"Malignant neoplasm of bladder, unspecified",45091,York County,1
2024-03-06,C73,Malignant neoplasm of thyroid gland,22073,Ouachita Parish,2
2024-03-06,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,45091,York County,1
2024-03-06,C92.4,Acute promyelocytic leukemia,51087,Henrico County,1
2024-03-06,C93.1,Chronic myelomonocytic leukemia,1003,Baldwin County,1
2024-03-07,C18,Malignant neoplasm of colon,1073,Jefferson County,1
2024-03-07,C18.2,Malignant neoplasm of ascending colon,45051,Horry County,1
2024-03-07,C18.9,"Malignant neoplasm of colon, unspecified",12061,Indian River County,1
2024-03-07,C18.9,"Malignant neoplasm of colon, unspecified",22017,Caddo Parish,2
2024-03-07,C25.9,"Malignant neoplasm of pancreas, unspecified",51700,Newport News City County,1
2024-03-07,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1097,Mobile County,1
2024-03-07,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2024-03-07,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51083,Halifax County,1
2024-03-07,C50,Malignant neoplasm of breast,12061,Indian River County,1
2024-03-07,C50,Malignant neoplasm of breast,22073,Ouachita Parish,1
2024-03-07,C50,Malignant neoplasm of breast,51185,Tazewell County,1
2024-03-07,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,22073,Ouachita Parish,1
2024-03-07,C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,1073,Jefferson County,1
2024-03-07,C50.911,Malignant neoplasm of unspecified site of right female breast,51121,Montgomery County,1
2024-03-07,C50.911,Malignant neoplasm of unspecified site of right female breast,51153,Prince William County,1
2024-03-07,C50.912,Malignant neoplasm of unspecified site of left female breast,51121,Montgomery County,1
2024-03-07,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,12061,Indian River County,1
2024-03-07,C54.1,Malignant neoplasm of endometrium,51161,Roanoke County,1
2024-03-07,C61,Malignant neoplasm of prostate,12061,Indian River County,5
2024-03-07,C61,Malignant neoplasm of prostate,51700,Newport News City County,1
2024-03-07,C67.9,"Malignant neoplasm of bladder, unspecified",12061,Indian River County,2
2024-03-07,C73,Malignant neoplasm of thyroid gland,51089,Henry County,1
2024-03-07,C73,Malignant neoplasm of thyroid gland,51121,Montgomery County,1
2024-03-07,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",45045,Greenville County,1
2024-03-07,C91.1,Chronic lymphocytic leukemia of B-cell type,12061,Indian River County,1
2024-03-08,C25.0,Malignant neoplasm of head of pancreas,51700,Newport News City County,1
2024-03-08,C50,Malignant neoplasm of breast,51121,Montgomery County,1
2024-03-08,C50.911,Malignant neoplasm of unspecified site of right female breast,1097,Mobile County,1
2024-03-08,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51153,Prince William County,1
2024-03-08,C64,"Malignant neoplasm of kidney, except renal pelvis",1097,Mobile County,1
2024-03-08,C67.9,"Malignant neoplasm of bladder, unspecified",51121,Montgomery County,1
2024-03-08,C67.9,"Malignant neoplasm of bladder, unspecified",51185,Tazewell County,1
2024-03-09,C18,Malignant neoplasm of colon,51161,Roanoke County,1
2024-03-09,C18.0,Malignant neoplasm of cecum,22079,Rapides Parish,2
2024-03-09,C18.3,Malignant neoplasm of hepatic flexure,1055,Etowah County,1
2024-03-09,C50,Malignant neoplasm of breast,1033,Colbert County,2
2024-03-09,C50.912,Malignant neoplasm of unspecified site of left female breast,1033,Colbert County,1
2024-03-09,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1033,Colbert County,2
2024-03-09,C91.1,Chronic lymphocytic leukemia of B-cell type,12061,Indian River County,1
2024-03-10,C18.9,"Malignant neoplasm of colon, unspecified",1081,Lee County,1
2024-03-10,C18.9,"Malignant neoplasm of colon, unspecified",45007,Anderson County,1
2024-03-10,C18.9,"Malignant neoplasm of colon, unspecified",51121,Montgomery County,1
2024-03-10,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22073,Ouachita Parish,1
2024-03-10,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45091,York County,4
2024-03-11,C18.2,Malignant neoplasm of ascending colon,45083,Spartanburg County,1
2024-03-11,C18.3,Malignant neoplasm of hepatic flexure,1055,Etowah County,1
2024-03-11,C18.9,"Malignant neoplasm of colon, unspecified",1033,Colbert County,1
2024-03-11,C18.9,"Malignant neoplasm of colon, unspecified",37087,Haywood County,2
2024-03-11,C25.1,Malignant neoplasm of body of pancreas,22011,Beauregard Parish,1
2024-03-11,C25.9,"Malignant neoplasm of pancreas, unspecified",1003,Baldwin County,1
2024-03-11,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,37087,Haywood County,7
2024-03-11,C34.92,Malignant neoplasm of unspecified part of left bronchus or lung,45091,York County,1
2024-03-11,C43.9,"Malignant melanoma of skin, unspecified",37087,Haywood County,1
2024-03-11,C50,Malignant neoplasm of breast,1033,Colbert County,12
2024-03-11,C50,Malignant neoplasm of breast,37087,Haywood County,8
2024-03-11,C50.612,Malignant neoplasm of axillary tail of left female breast,45045,Greenville County,1
2024-03-11,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1033,Colbert County,3
2024-03-11,C61,Malignant neoplasm of prostate,37087,Haywood County,14
2024-03-11,C61,Malignant neoplasm of prostate,45085,Sumter County,1
2024-03-11,C67,Malignant neoplasm of bladder,37087,Haywood County,1
2024-03-11,C67.9,"Malignant neoplasm of bladder, unspecified",37087,Haywood County,1
2024-03-11,C92.1,"Chronic myeloid leukemia, BCR/ABL-positive",45085,Sumter County,1
2024-03-12,C18.0,Malignant neoplasm of cecum,22061,Lincoln Parish,1
2024-03-12,C18.9,"Malignant neoplasm of colon, unspecified",1081,Lee County,2
2024-03-12,C18.9,"Malignant neoplasm of colon, unspecified",1089,Madison County,1
2024-03-12,C18.9,"Malignant neoplasm of colon, unspecified",1097,Mobile County,1
2024-03-12,C18.9,"Malignant neoplasm of colon, unspecified",12061,Indian River County,1
2024-03-12,C18.9,"Malignant neoplasm of colon, unspecified",51087,Henrico County,1
2024-03-12,C25.9,"Malignant neoplasm of pancreas, unspecified",45003,Aiken County,2
2024-03-12,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45051,Horry County,1
2024-03-12,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1089,Madison County,1
2024-03-12,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22017,Caddo Parish,1
2024-03-12,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45003,Aiken County,1
2024-03-12,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45071,Newberry County,1
2024-03-12,C43,Malignant melanoma of skin,45083,Spartanburg County,1
2024-03-12,C50.911,Malignant neoplasm of unspecified site of right female breast,1097,Mobile County,1
2024-03-12,C50.912,Malignant neoplasm of unspecified site of left female breast,45083,Spartanburg County,1
2024-03-12,C50.912,Malignant neoplasm of unspecified site of left female breast,45091,York County,1
2024-03-12,C61,Malignant neoplasm of prostate,1089,Madison County,1
2024-03-12,C61,Malignant neoplasm of prostate,12061,Indian River County,4
2024-03-12,C61,Malignant neoplasm of prostate,37021,Buncombe County,1
2024-03-12,C61,Malignant neoplasm of prostate,45003,Aiken County,2
2024-03-12,C61,Malignant neoplasm of prostate,45083,Spartanburg County,1
2024-03-12,C67.5,Malignant neoplasm of bladder neck,45083,Spartanburg County,1
2024-03-12,C91.1,Chronic lymphocytic leukemia of B-cell type,45023,Chester County,1
2024-03-12,C92.1,"Chronic myeloid leukemia, BCR/ABL-positive",51173,Smyth County,1
2024-03-13,C18.9,"Malignant neoplasm of colon, unspecified",37087,Haywood County,3
2024-03-13,C25.0,Malignant neoplasm of head of pancreas,22073,Ouachita Parish,1
2024-03-13,C25.1,Malignant neoplasm of body of pancreas,12091,Okaloosa County,1
2024-03-13,C25.9,"Malignant neoplasm of pancreas, unspecified",12061,Indian River County,1
2024-03-13,C25.9,"Malignant neoplasm of pancreas, unspecified",22073,Ouachita Parish,2
2024-03-13,C25.9,"Malignant neoplasm of pancreas, unspecified",51087,Henrico County,1
2024-03-13,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22073,Ouachita Parish,3
2024-03-13,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,37087,Haywood County,2
2024-03-13,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45091,York County,2
2024-03-13,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,45091,York County,1
2024-03-13,C50,Malignant neoplasm of breast,22061,Lincoln Parish,1
2024-03-13,C50.012,"Malignant neoplasm of nipple and areola, left female breast",51121,Montgomery County,1
2024-03-13,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,37087,Haywood County,4
2024-03-13,C61,Malignant neoplasm of prostate,12061,Indian River County,1
2024-03-13,C61,Malignant neoplasm of prostate,37087,Haywood County,1
2024-03-13,C61,Malignant neoplasm of prostate,45091,York County,1
2024-03-13,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",45091,York County,1
2024-03-13,C91.1,Chronic lymphocytic leukemia of B-cell type,37087,Haywood County,2
2024-03-13,C92.0,Acute myeloblastic leukemia,45091,York County,1
2024-03-14,C18,Malignant neoplasm of colon,51191,Washington County,1
2024-03-14,C18.9,"Malignant neoplasm of colon, unspecified",1055,Etowah County,1
2024-03-14,C18.9,"Malignant neoplasm of colon, unspecified",22097,St. Landry Parish,1
2024-03-14,C18.9,"Malignant neoplasm of colon, unspecified",37087,Haywood County,1
2024-03-14,C34.9,Malignant neoplasm of unspecified part of bronchus or lung,22073,Ouachita Parish,1
2024-03-14,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2024-03-14,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51121,Montgomery County,1
2024-03-14,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51191,Washington County,1
2024-03-14,C50,Malignant neoplasm of breast,22061,Lincoln Parish,1
2024-03-14,C50,Malignant neoplasm of breast,37087,Haywood County,2
2024-03-14,C50.811,Malignant neoplasm of overlapping sites of right female breast,51121,Montgomery County,1
2024-03-14,C50.911,Malignant neoplasm of unspecified site of right female breast,12061,Indian River County,1
2024-03-14,C50.911,Malignant neoplasm of unspecified site of right female breast,45085,Sumter County,1
2024-03-14,C50.912,Malignant neoplasm of unspecified site of left female breast,51121,Montgomery County,1
2024-03-14,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1097,Mobile County,1
2024-03-15,C18.0,Malignant neoplasm of cecum,51700,Newport News City County,1
2024-03-15,C18.2,Malignant neoplasm of ascending colon,51161,Roanoke County,1
2024-03-15,C18.9,"Malignant neoplasm of colon, unspecified",22061,Lincoln Parish,1
2024-03-15,C25.0,Malignant neoplasm of head of pancreas,22017,Caddo Parish,1
2024-03-15,C25.0,Malignant neoplasm of head of pancreas,45051,Horry County,1
2024-03-15,C50,Malignant neoplasm of breast,22073,Ouachita Parish,1
2024-03-15,C50,Malignant neoplasm of breast,51015,Augusta County,1
2024-03-15,C50.911,Malignant neoplasm of unspecified site of right female breast,51015,Augusta County,1
2024-03-15,C50.912,Malignant neoplasm of unspecified site of left female breast,51015,Augusta County,1
2024-03-15,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51015,Augusta County,1
2024-03-15,C91.1,Chronic lymphocytic leukemia of B-cell type,22073,Ouachita Parish,1
2024-03-16,C18.9,"Malignant neoplasm of colon, unspecified",22069,Natchitoches Parish,1
2024-03-16,C18.9,"Malignant neoplasm of colon, unspecified",45051,Horry County,1
2024-03-16,C25.2,Malignant neoplasm of tail of pancreas,45051,Horry County,1
2024-03-16,C25.7,Malignant neoplasm of other parts of pancreas,22069,Natchitoches Parish,1
2024-03-16,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22069,Natchitoches Parish,1
2024-03-16,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51087,Henrico County,1
2024-03-16,C43.9,"Malignant melanoma of skin, unspecified",51073,Gloucester County,2
2024-03-16,C50,Malignant neoplasm of breast,1033,Colbert County,6
2024-03-16,C50.011,"Malignant neoplasm of nipple and areola, right female breast",28003,Alcorn County,1
2024-03-16,C61,Malignant neoplasm of prostate,28003,Alcorn County,1
2024-03-17,C25.2,Malignant neoplasm of tail of pancreas,45083,Spartanburg County,1
2024-03-17,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45083,Spartanburg County,1
2024-03-17,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,37021,Buncombe County,1
2024-03-17,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45091,York County,1
2024-03-17,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51087,Henrico County,1
2024-03-17,C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast",45083,Spartanburg County,2
2024-03-17,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51087,Henrico County,2
2024-03-17,C61,Malignant neoplasm of prostate,37021,Buncombe County,1
2024-03-17,C61,Malignant neoplasm of prostate,45083,Spartanburg County,1
2024-03-17,C61,Malignant neoplasm of prostate,51071,Giles County,1
2024-03-18,C18.9,"Malignant neoplasm of colon, unspecified",51015,Augusta County,1
2024-03-18,C25.1,Malignant neoplasm of body of pancreas,51121,Montgomery County,1
2024-03-18,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51015,Augusta County,1
2024-03-18,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,51109,Louisa County,1
2024-03-18,C50,Malignant neoplasm of breast,1073,Jefferson County,2
2024-03-18,C50,Malignant neoplasm of breast,37087,Haywood County,2
2024-03-18,C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast",51121,Montgomery County,2
2024-03-18,C50.912,Malignant neoplasm of unspecified site of left female breast,51153,Prince William County,1
2024-03-18,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45085,Sumter County,1
2024-03-18,C61,Malignant neoplasm of prostate,12061,Indian River County,2
2024-03-18,C61,Malignant neoplasm of prostate,37087,Haywood County,1
2024-03-18,C61,Malignant neoplasm of prostate,45003,Aiken County,1
2024-03-18,C64.2,"Malignant neoplasm of left kidney, except renal pelvis",1003,Baldwin County,1
2024-03-18,C67,Malignant neoplasm of bladder,12061,Indian River County,1
2024-03-18,C67.9,"Malignant neoplasm of bladder, unspecified",12061,Indian River County,2
2024-03-18,C67.9,"Malignant neoplasm of bladder, unspecified",45071,Newberry County,2
2024-03-18,C73,Malignant neoplasm of thyroid gland,51191,Washington County,1
2024-03-18,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",45003,Aiken County,1
2024-03-18,C91.1,Chronic lymphocytic leukemia of B-cell type,37087,Haywood County,1
2024-03-19,C18,Malignant neoplasm of colon,22017,Caddo Parish,1
2024-03-19,C18,Malignant neoplasm of colon,51177,Spotsylvania County,1
2024-03-19,C18.9,"Malignant neoplasm of colon, unspecified",22017,Caddo Parish,1
2024-03-19,C18.9,"Malignant neoplasm of colon, unspecified",22073,Ouachita Parish,2
2024-03-19,C18.9,"Malignant neoplasm of colon, unspecified",45003,Aiken County,1
2024-03-19,C18.9,"Malignant neoplasm of colon, unspecified",51197,Wythe County,1
2024-03-19,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",22097,St. Landry Parish,1
2024-03-19,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51177,Spotsylvania County,1
2024-03-19,C43.9,"Malignant melanoma of skin, unspecified",51073,Gloucester County,1
2024-03-19,C50,Malignant neoplasm of breast,22035,East Carroll Parish,2
2024-03-19,C50,Malignant neoplasm of breast,45003,Aiken County,1
2024-03-19,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,45051,Horry County,1
2024-03-19,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",22105,Tangipahoa Parish,1
2024-03-19,C91.0,Acute lymphoblastic leukemia [ALL],51161,Roanoke County,2
2024-03-20,C18.3,Malignant neoplasm of hepatic flexure,1055,Etowah County,1
2024-03-20,C18.5,Malignant neoplasm of splenic flexure,1055,Etowah County,3
2024-03-20,C18.7,Malignant neoplasm of sigmoid colon,51015,Augusta County,1
2024-03-20,C18.9,"Malignant neoplasm of colon, unspecified",1055,Etowah County,1
2024-03-20,C25.9,"Malignant neoplasm of pancreas, unspecified",12061,Indian River County,1
2024-03-20,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",51083,Halifax County,1
2024-03-20,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,12019,Clay County,1
2024-03-20,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45003,Aiken County,1
2024-03-20,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51087,Henrico County,3
2024-03-20,C50.91,"Malignant neoplasm of breast of unspecified site, female",1055,Etowah County,1
2024-03-20,C50.911,Malignant neoplasm of unspecified site of right female breast,51121,Montgomery County,1
2024-03-20,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1097,Mobile County,1
2024-03-20,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,37071,Gaston County,1
2024-03-20,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51083,Halifax County,1
2024-03-20,C61,Malignant neoplasm of prostate,45083,Spartanburg County,1
2024-03-20,C61,Malignant neoplasm of prostate,51121,Montgomery County,2
2024-03-20,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",45083,Spartanburg County,1
2024-03-20,C73,Malignant neoplasm of thyroid gland,51590,Danville City County,1
2024-03-20,C92.0,Acute myeloblastic leukemia,22073,Ouachita Parish,1
2024-03-21,C18.2,Malignant neoplasm of ascending colon,22079,Rapides Parish,1
2024-03-21,C18.4,Malignant neoplasm of transverse colon,22079,Rapides Parish,1
2024-03-21,C18.6,Malignant neoplasm of descending colon,22079,Rapides Parish,1
2024-03-21,C18.9,"Malignant neoplasm of colon, unspecified",12031,Duval County,1
2024-03-21,C18.9,"Malignant neoplasm of colon, unspecified",22073,Ouachita Parish,1
2024-03-21,C18.9,"Malignant neoplasm of colon, unspecified",45045,Greenville County,1
2024-03-21,C18.9,"Malignant neoplasm of colon, unspecified",51161,Roanoke County,1
2024-03-21,C25.9,"Malignant neoplasm of pancreas, unspecified",28003,Alcorn County,1
2024-03-21,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1073,Jefferson County,1
2024-03-21,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1123,Tallapoosa County,3
2024-03-21,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,12031,Duval County,1
2024-03-21,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22017,Caddo Parish,1
2024-03-21,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22073,Ouachita Parish,17
2024-03-21,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22097,St. Landry Parish,1
2024-03-21,C50,Malignant neoplasm of breast,28003,Alcorn County,9
2024-03-21,C50.911,Malignant neoplasm of unspecified site of right female breast,1123,Tallapoosa County,3
2024-03-21,C50.911,Malignant neoplasm of unspecified site of right female breast,22079,Rapides Parish,1
2024-03-21,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,22073,Ouachita Parish,19
2024-03-21,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,28003,Alcorn County,1
2024-03-21,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51073,Gloucester County,1
2024-03-21,C61,Malignant neoplasm of prostate,22073,Ouachita Parish,14
2024-03-21,C61,Malignant neoplasm of prostate,51161,Roanoke County,1
2024-03-21,C85.89,"Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites",51161,Roanoke County,1
2024-03-21,C92.0,Acute myeloblastic leukemia,22073,Ouachita Parish,2
2024-03-22,C18,Malignant neoplasm of colon,1073,Jefferson County,3
2024-03-22,C18,Malignant neoplasm of colon,22017,Caddo Parish,1
2024-03-22,C18.0,Malignant neoplasm of cecum,22073,Ouachita Parish,1
2024-03-22,C18.5,Malignant neoplasm of splenic flexure,45045,Greenville County,2
2024-03-22,C18.7,Malignant neoplasm of sigmoid colon,1081,Lee County,1
2024-03-22,C18.7,Malignant neoplasm of sigmoid colon,45045,Greenville County,4
2024-03-22,C18.9,"Malignant neoplasm of colon, unspecified",12019,Clay County,2
2024-03-22,C18.9,"Malignant neoplasm of colon, unspecified",22073,Ouachita Parish,2
2024-03-22,C18.9,"Malignant neoplasm of colon, unspecified",45019,Charleston County,1
2024-03-22,C18.9,"Malignant neoplasm of colon, unspecified",45045,Greenville County,1
2024-03-22,C18.9,"Malignant neoplasm of colon, unspecified",45083,Spartanburg County,1
2024-03-22,C18.9,"Malignant neoplasm of colon, unspecified",51121,Montgomery County,2
2024-03-22,C25.0,Malignant neoplasm of head of pancreas,22017,Caddo Parish,16
2024-03-22,C25.0,Malignant neoplasm of head of pancreas,45045,Greenville County,1
2024-03-22,C25.1,Malignant neoplasm of body of pancreas,45045,Greenville County,3
2024-03-22,C25.1,Malignant neoplasm of body of pancreas,51121,Montgomery County,1
2024-03-22,C25.1,Malignant neoplasm of body of pancreas,51740,Portsmouth City County,3
2024-03-22,C25.2,Malignant neoplasm of tail of pancreas,45019,Charleston County,1
2024-03-22,C25.2,Malignant neoplasm of tail of pancreas,45045,Greenville County,1
2024-03-22,C25.3,Malignant neoplasm of pancreatic duct,45045,Greenville County,1
2024-03-22,C25.9,"Malignant neoplasm of pancreas, unspecified",22073,Ouachita Parish,1
2024-03-22,C25.9,"Malignant neoplasm of pancreas, unspecified",45045,Greenville County,1
2024-03-22,C34,Malignant neoplasm of bronchus and lung,45091,York County,1
2024-03-22,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45023,Chester County,1
2024-03-22,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45091,York County,2
2024-03-22,C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",45091,York County,1
2024-03-22,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",45091,York County,1
2024-03-22,C34.80,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,45091,York County,2
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1073,Jefferson County,1
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1081,Lee County,1
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1089,Madison County,3
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,12061,Indian River County,1
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22073,Ouachita Parish,2
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45091,York County,44
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51087,Henrico County,2
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51153,Prince William County,1
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51173,Smyth County,1
2024-03-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51740,Portsmouth City County,3
2024-03-22,C43.9,"Malignant melanoma of skin, unspecified",1055,Etowah County,2
2024-03-22,C50,Malignant neoplasm of breast,1055,Etowah County,3
2024-03-22,C50,Malignant neoplasm of breast,1073,Jefferson County,2
2024-03-22,C50,Malignant neoplasm of breast,22017,Caddo Parish,7
2024-03-22,C50,Malignant neoplasm of breast,45051,Horry County,2
2024-03-22,C50,Malignant neoplasm of breast,45083,Spartanburg County,3
2024-03-22,C50,Malignant neoplasm of breast,45085,Sumter County,1
2024-03-22,C50.111,Malignant neoplasm of central portion of right female breast,45091,York County,1
2024-03-22,C50.111,Malignant neoplasm of central portion of right female breast,51121,Montgomery County,1
2024-03-22,C50.211,Malignant neoplasm of upper-inner quadrant of right female breast,51121,Montgomery County,1
2024-03-22,C50.911,Malignant neoplasm of unspecified site of right female breast,45045,Greenville County,1
2024-03-22,C50.912,Malignant neoplasm of unspecified site of left female breast,51121,Montgomery County,3
2024-03-22,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45083,Spartanburg County,1
2024-03-22,C61,Malignant neoplasm of prostate,22017,Caddo Parish,1
2024-03-22,C61,Malignant neoplasm of prostate,22073,Ouachita Parish,1
2024-03-22,C61,Malignant neoplasm of prostate,22079,Rapides Parish,1
2024-03-22,C61,Malignant neoplasm of prostate,45045,Greenville County,2
2024-03-22,C61,Malignant neoplasm of prostate,45075,Orangeburg County,1
2024-03-22,C61,Malignant neoplasm of prostate,51161,Roanoke County,1
2024-03-22,C67.9,"Malignant neoplasm of bladder, unspecified",22079,Rapides Parish,1
2024-03-22,C67.9,"Malignant neoplasm of bladder, unspecified",45051,Horry County,1
2024-03-22,C73,Malignant neoplasm of thyroid gland,22073,Ouachita Parish,2
